foresight_mode,lam,subsidies,carrier,node,year,shadow_price
rolling_horizon,0.0,none,heat,IT,3,0.0495180188857124
rolling_horizon,0.0,none,natural_gas,CH,3,0.0342300666141356
rolling_horizon,0.0,none,natural_gas,DE,3,0.0342300666166094
rolling_horizon,0.0,none,natural_gas,IT,3,0.0342300666163548
rolling_horizon,0.0,none,electricity,CH,4,0.0615735276037995
rolling_horizon,0.0,none,electricity,DE,4,0.0591979947067763
rolling_horizon,0.0,none,electricity,IT,4,0.0586241586546532
rolling_horizon,0.0,none,heat,CH,4,0.0537793791373206
rolling_horizon,0.0,none,heat,DE,4,0.0557734093274355
rolling_horizon,0.0,none,heat,IT,4,0.0594849417841412
rolling_horizon,0.0,none,natural_gas,CH,4,0.0345882094070689
rolling_horizon,0.0,none,natural_gas,DE,4,0.03458820940763
rolling_horizon,0.0,none,natural_gas,IT,4,0.034588209407515
rolling_horizon,0.0,none,electricity,CH,5,0.0616315250967056
rolling_horizon,0.0,none,electricity,DE,5,0.0587673114247313
rolling_horizon,0.0,none,electricity,IT,5,0.0585163702273292
rolling_horizon,0.0,none,heat,CH,5,0.0546472126314651
rolling_horizon,0.0,none,heat,DE,5,0.0542231059811906
rolling_horizon,0.0,none,heat,IT,5,0.0581752756463719
rolling_horizon,0.0,none,natural_gas,CH,5,0.0349564859394215
rolling_horizon,0.0,none,natural_gas,DE,5,0.0349564859396389
rolling_horizon,0.0,none,natural_gas,IT,5,0.0349564859395958
rolling_horizon,0.0,none,electricity,CH,6,0.0603406335557745
rolling_horizon,0.0,none,electricity,DE,6,0.0582714861470581
rolling_horizon,0.0,none,electricity,IT,6,0.0562357064292593
rolling_horizon,0.0,none,heat,CH,6,0.0562130746998095
rolling_horizon,0.0,none,heat,DE,6,0.0534310973731225
rolling_horizon,0.0,none,heat,IT,6,0.0564771001405677
rolling_horizon,0.0,none,natural_gas,CH,6,0.0353473612269022
rolling_horizon,0.0,none,natural_gas,DE,6,0.0353473612271776
rolling_horizon,0.0,none,natural_gas,IT,6,0.0353473612271292
rolling_horizon,0.0,none,electricity,CH,7,1.3599721705258403
rolling_horizon,0.0,none,electricity,DE,7,1.1899287192662955
rolling_horizon,0.0,none,electricity,IT,7,1.328969181788229
rolling_horizon,0.0,none,heat,CH,7,1.0840260011938438
rolling_horizon,0.0,none,heat,DE,7,1.053409180578823
rolling_horizon,0.0,none,heat,IT,7,1.0915481968345988
rolling_horizon,0.0,none,natural_gas,CH,7,1.0481421347100948
rolling_horizon,0.0,none,natural_gas,DE,7,1.0481421347019642
rolling_horizon,0.0,none,natural_gas,IT,7,1.0481421347187398
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,CH,0,0.0720684561873305
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,DE,0,0.065374355267854
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,IT,0,0.0635255460861463
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,CH,0,0.0580835663302511
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,DE,0,0.0581790637316842
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,IT,0,0.0409440205106206
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,CH,0,0.0407393004069756
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,DE,0,0.0407393004071721
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,IT,0,0.0407393004071566
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,CH,1,0.0607023552860687
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,DE,1,0.0562542504597402
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,IT,1,0.0522726472385929
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,CH,1,0.0531411124680155
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,DE,1,0.0550800145562042
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,IT,1,0.062722492459358
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,CH,1,0.0325284954709444
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,DE,1,0.032528495470945
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,IT,1,0.0325284954709449
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,CH,2,0.0608222100225837
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,DE,2,0.0586552898339956
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,IT,2,0.0580342735942769
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,CH,2,0.0527536751695398
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,DE,2,0.0540198605957842
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,IT,2,0.0592463880619683
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,CH,2,0.0338123895256576
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,DE,2,0.0338123895256576
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,IT,2,0.0338123895256576
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,CH,3,0.0704520841589496
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,DE,3,0.0663094757297501
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,IT,3,0.0679869872127147
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,CH,3,0.0420185465183549
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,DE,3,0.0437731411187575
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,IT,3,0.0495180188857124
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,CH,3,0.0342300666141356
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,DE,3,0.0342300666166094
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,IT,3,0.0342300666163548
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,CH,4,0.0615735276037995
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,DE,4,0.0591979947067763
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,IT,4,0.0586241586546532
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,CH,4,0.0537793791373206
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,DE,4,0.0557734093274355
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,IT,4,0.0594849417841412
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,CH,4,0.0345882094070689
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,DE,4,0.03458820940763
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,IT,4,0.034588209407515
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,CH,5,0.0616315250967056
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,DE,5,0.0587673114247313
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,IT,5,0.0585163702273292
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,CH,5,0.0546472126314651
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,DE,5,0.0542231059811906
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,IT,5,0.0581752756463719
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,CH,5,0.0349564859394215
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,DE,5,0.0349564859396389
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,IT,5,0.0349564859395958
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,CH,6,0.0603406335557745
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,DE,6,0.0582714861470581
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,IT,6,0.0562357064292593
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,CH,6,0.0562130746998095
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,DE,6,0.0534310973731225
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,IT,6,0.0564771001405677
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,CH,6,0.0353473612269022
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,DE,6,0.0353473612271776
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,IT,6,0.0353473612271292
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,CH,7,1.3599721705258403
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,DE,7,1.1899287192662955
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,electricity,IT,7,1.328969181788229
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,CH,7,1.0840260011938438
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,DE,7,1.053409180578823
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,heat,IT,7,1.0915481968345988
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,CH,7,1.0481421347100948
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,DE,7,1.0481421347019642
rolling_horizon,0.0,photovoltaics@DE:remuneration=0.11/electricity,natural_gas,IT,7,1.0481421347187398
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,CH,0,0.0720684561873305
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,DE,0,0.065374355267854
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,IT,0,0.0635255460861463
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,CH,0,0.0580835663302511
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,DE,0,0.0581790637316842
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,IT,0,0.0409440205106206
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,CH,0,0.0407393004069756
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,DE,0,0.0407393004071721
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,IT,0,0.0407393004071566
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,CH,1,0.0607023552860687
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,DE,1,0.0562542504597402
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,IT,1,0.0522726472385929
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,CH,1,0.0531411124680155
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,DE,1,0.0550800145562042
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,IT,1,0.062722492459358
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,CH,1,0.0325284954709444
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,DE,1,0.032528495470945
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,IT,1,0.0325284954709449
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,CH,2,0.0608222100225837
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,DE,2,0.0586552898339956
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,IT,2,0.0580342735942769
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,CH,2,0.0527536751695398
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,DE,2,0.0540198605957842
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,IT,2,0.0592463880619683
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,CH,2,0.0338123895256576
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,DE,2,0.0338123895256576
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,IT,2,0.0338123895256576
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,CH,3,0.0704520841589496
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,DE,3,0.0663094757297501
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,IT,3,0.0679869872127147
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,CH,3,0.0420185465183549
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,DE,3,0.0437731411187575
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,IT,3,0.0495180188857124
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,CH,3,0.0342300666141356
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,DE,3,0.0342300666166094
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,IT,3,0.0342300666163548
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,CH,4,0.0615735276037995
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,DE,4,0.0591979947067763
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,IT,4,0.0586241586546532
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,CH,4,0.0537793791373206
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,DE,4,0.0557734093274355
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,IT,4,0.0594849417841412
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,CH,4,0.0345882094070689
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,DE,4,0.03458820940763
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,IT,4,0.034588209407515
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,CH,5,0.0616315250967056
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,DE,5,0.0587673114247313
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,IT,5,0.0585163702273292
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,CH,5,0.0546472126314651
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,DE,5,0.0542231059811906
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,IT,5,0.0581752756463719
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,CH,5,0.0349564859394215
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,DE,5,0.0349564859396389
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,IT,5,0.0349564859395958
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,CH,6,0.0603406335557745
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,DE,6,0.0582714861470581
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,IT,6,0.0562357064292593
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,CH,6,0.0562130746998095
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,DE,6,0.0534310973731225
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,IT,6,0.0564771001405677
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,CH,6,0.0353473612269022
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,DE,6,0.0353473612271776
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,IT,6,0.0353473612271292
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,CH,7,1.3599721705258403
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,DE,7,1.1899287192662955
rolling_horizon,0.0,heat_pump@DE:capex=350,electricity,IT,7,1.328969181788229
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,CH,7,1.0840260011938438
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,DE,7,1.053409180578823
rolling_horizon,0.0,heat_pump@DE:capex=350,heat,IT,7,1.0915481968345988
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,CH,7,1.0481421347100948
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,DE,7,1.0481421347019642
rolling_horizon,0.0,heat_pump@DE:capex=350,natural_gas,IT,7,1.0481421347187398
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,CH,0,0.0720684561873305
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,DE,0,0.065374355267854
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,IT,0,0.0635255460861463
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,CH,0,0.0580835663302511
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,DE,0,0.0581790637316842
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,IT,0,0.0409440205106206
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,CH,0,0.0407393004069756
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,DE,0,0.0407393004071721
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,IT,0,0.0407393004071566
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,CH,1,0.0607023552860687
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,DE,1,0.0562542504597402
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,IT,1,0.0522726472385929
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,CH,1,0.0531411124680155
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,DE,1,0.0550800145562042
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,IT,1,0.062722492459358
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,CH,1,0.0325284954709444
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,DE,1,0.032528495470945
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,IT,1,0.0325284954709449
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,CH,2,0.0608222100225837
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,DE,2,0.0586552898339956
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,IT,2,0.0580342735942769
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,CH,2,0.0527536751695398
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,DE,2,0.0540198605957842
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,IT,2,0.0592463880619683
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,CH,2,0.0338123895256576
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,DE,2,0.0338123895256576
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,IT,2,0.0338123895256576
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,CH,3,0.0704520841589496
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,DE,3,0.0663094757297501
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,IT,3,0.0679869872127147
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,CH,3,0.0420185465183549
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,DE,3,0.0437731411187575
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,IT,3,0.0495180188857124
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,CH,3,0.0342300666141356
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,DE,3,0.0342300666166094
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,IT,3,0.0342300666163548
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,CH,4,0.0615735276037995
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,DE,4,0.0591979947067763
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,IT,4,0.0586241586546532
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,CH,4,0.0537793791373206
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,DE,4,0.0557734093274355
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,IT,4,0.0594849417841412
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,CH,4,0.0345882094070689
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,DE,4,0.03458820940763
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,IT,4,0.034588209407515
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,CH,5,0.0616315250967056
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,DE,5,0.0587673114247313
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,IT,5,0.0585163702273292
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,CH,5,0.0546472126314651
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,DE,5,0.0542231059811906
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,IT,5,0.0581752756463719
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,CH,5,0.0349564859394215
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,DE,5,0.0349564859396389
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,IT,5,0.0349564859395958
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,CH,6,0.0603406335557745
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,DE,6,0.0582714861470581
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,IT,6,0.0562357064292593
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,CH,6,0.0562130746998095
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,DE,6,0.0534310973731225
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,IT,6,0.0564771001405677
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,CH,6,0.0353473612269022
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,DE,6,0.0353473612271776
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,IT,6,0.0353473612271292
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,CH,7,1.3599721705258403
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,DE,7,1.1899287192662955
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,electricity,IT,7,1.328969181788229
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,CH,7,1.0840260011938438
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,DE,7,1.053409180578823
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,heat,IT,7,1.0915481968345988
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,CH,7,1.0481421347100948
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,DE,7,1.0481421347019642
rolling_horizon,0.0,natural_gas_boiler@DE:variable_opex=0.00710412,natural_gas,IT,7,1.0481421347187398
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,electricity,CH,0,0.0720684561873305
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,electricity,DE,0,0.065374355267854
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,electricity,IT,0,0.0635255460861463
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,heat,CH,0,0.0580835663302511
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,heat,DE,0,0.0581790637316842
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,heat,IT,0,0.0409440205106206
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,natural_gas,CH,0,0.0407393004069756
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,natural_gas,DE,0,0.0407393004071721
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,natural_gas,IT,0,0.0407393004071566
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,electricity,CH,1,0.0607023552860687
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,electricity,DE,1,0.0562542504597402
rolling_horizon,0.0,natural_gas_turbine@IT:fixed_opex=70,electricity,IT,1,0.0522726472385929
